# This file provides information to map coordinates from the BDGP release 5
# to release 6 assemblies.  The mapping is based on reciprocal best hit
# alignments.  Because of this some regions of release 5 that due to assembly
# artifacts are present in duplicate in other regions are absent from the
# mapping if the other region is contained in a better alignment.
#
# Coordinates in this file are represented as interbase for both releases.
# If you want on base (1-based) coordinates add 1 to each _start column.
#
# If the R6 strand is '-' it means that the R5 sequence needs to be reverse
# complemented to correspond to the R6 sequence and the start end coordinates
# for oriented features must also be reversed  eg. a gene that started at
# interbase coordinate 236880 of 2LHet in release 5 would start on the opposite
# strand at coordinate 1865892 of Y in release 6.
#
# r5_scaffold	r5_start	r5_end	r6_scaffold	r6_start	r6_end	r6_strand
U	5833614	5837045	211000022278960	1751	5182	+
U	8809900	8811193	211000022278962	0	1293	+
U	7361452	7363993	211000022278963	0	2541	+
U	6144196	6148421	211000022278966	0	4225	+
U	7828760	7830865	211000022278968	0	2105	+
U	8374714	8376322	211000022278969	0	1608	+
U	9885895	9886930	211000022278970	0	1035	+
U	9933378	9934403	211000022278972	0	1025	+
U	8885680	8886944	211000022278973	0	1264	+
U	4981387	4985849	211000022278974	0	4462	+
U	4992103	4993755	211000022278974	10716	12368	+
U	4993880	4995586	211000022278974	12493	14199	+
U	8367873	8369484	211000022278979	0	1611	+
U	8845896	8847174	211000022278980	0	1278	+
U	7983281	7985257	211000022278982	0	1976	+
U	9861993	9863034	211000022278983	0	1041	+
U	8125468	8127340	211000022278988	0	1872	+
U	9774738	9775794	211000022278989	0	1056	+
U	8270307	8272035	211000022278992	0	1728	+
U	9846003	9847046	211000022278996	0	1043	+
U	7510408	7512802	211000022279000	0	2394	+
U	5389913	5391114	211000022279001	0	1201	+
U	5400252	5401915	211000022279001	10339	12002	+
U	8180147	8181973	211000022279002	0	1826	+
U	7300107	7302695	211000022279003	0	2588	+
U	9676761	9677837	211000022279013	0	1076	+
U	9534862	9535971	211000022279014	0	1109	+
U	8891133	8892396	211000022279015	0	1263	+
U	10043632	10044633	211000022279016	0	1001	+
U	6990319	6993200	211000022279021	0	2881	+
U	4422139	4423414	211000022279022	0	1275	+
U	4432378	4434771	211000022279022	10239	12632	+
U	8659849	8661223	211000022279023	0	1374	+
U	8123486	8125368	211000022279029	0	1882	+
U	7747965	7750155	211000022279039	0	2190	+
U	8388254	8389835	211000022279040	0	1581	+
U	9493616	9494733	211000022279042	0	1117	+
U	7848549	7848608	211000022279044	0	59	+
U	8561366	8561582	211000022279044	1876	2092	+
U	8797337	8798636	211000022279048	0	1299	+
U	8248203	8249957	211000022279049	0	1754	+
U	6165764	6166331	211000022279052	0	567	+
U	6167081	6169952	211000022279052	1317	4188	+
U	9890435	9891470	211000022279053	0	1035	+
U	7356164	7358711	211000022279056	0	2547	+
U	9585425	9586523	211000022279057	0	1098	+
U	7585191	7587012	211000022279058	531	2352	+
U	6975408	6978292	211000022279061	0	2884	+
U	9294457	9295614	211000022279069	0	1157	+
U	7447250	7449697	211000022279070	0	2447	+
U	8816858	8818147	211000022279087	0	1289	+
U	9420148	9421280	211000022279088	0	1132	+
U	6073680	6078057	211000022279091	0	4377	+
U	4265044	4266451	211000022279094	0	1407	+
U	4273251	4278361	211000022279094	8207	13317	+
U	8690575	8691927	211000022279100	0	1352	+
U	9527604	9528714	211000022279102	0	1110	+
U	5250866	5254810	211000022279114	0	3944	+
U	5262883	5265849	211000022279114	12017	14983	+
U	8857423	8857428	211000022279114	11495	11500	-
U	8856905	8857422	211000022279114	11500	12017	-
U	9404110	9405245	211000022279115	0	1135	+
U	9930001	9931027	211000022279120	0	1026	+
U	8223896	8225681	211000022279121	0	1785	+
U	8969395	8970631	211000022279124	0	1236	+
U	9418916	9420048	211000022279125	0	1132	+
U	7413819	7416306	211000022279126	0	2487	+
U	9110500	9111700	211000022279127	0	1200	+
U	9021705	9022493	211000022279128	437	1225	+
U	10029291	10030296	211000022279132	0	1005	+
U	9285653	9286812	211000022279135	0	1159	+
U	9675585	9676661	211000022279141	0	1076	+
U	8784714	8786018	211000022279143	0	1304	+
U	8994724	8995955	211000022279144	0	1231	+
U	5364398	5366256	211000022279146	0	1858	+
U	5374249	5377254	211000022279146	9851	12856	+
U	9731794	9732858	211000022279149	0	1064	+
U	9605730	9606820	211000022279151	0	1090	+
U	8509838	8511306	211000022279152	0	1468	+
U	9663809	9664316	211000022279154	0	507	+
U	9837107	9837894	211000022279168	258	1045	+
U	8918339	8919592	211000022279172	0	1253	+
U	5642082	5648158	211000022279177	0	6076	+
U	7459954	7462392	211000022279178	0	2438	+
U	6831221	6834294	211000022279179	0	3073	+
U	8847274	8848551	211000022279182	0	1277	+
U	8990731	8991962	211000022279183	0	1231	+
U	9068722	9069932	211000022279185	0	1210	+
U	4657425	4660401	211000022279189	0	2976	+
U	4660471	4661602	211000022279189	3046	4177	+
U	4667666	4669383	211000022279189	10241	11958	+
U	8158842	8160685	211000022279192	0	1843	+
U	7442137	7443384	211000022279193	0	1247	+
U	7443539	7444599	211000022279193	1402	2462	+
U	9946855	9947877	211000022279195	0	1022	+
U	7557597	7559966	211000022279197	0	2369	+
U	7924394	7926424	211000022279198	0	2030	+
U	8127440	8129312	211000022279199	0	1872	+
U	10017126	10018134	211000022279200	0	1008	+
U	9496050	9497166	211000022279203	0	1116	+
U	8487796	8489280	211000022279207	0	1484	+
U	8242625	8244386	211000022279208	0	1761	+
U	9450868	9451994	211000022279212	0	1126	+
U	7348211	7349333	211000022279214	0	1122	+
U	7349630	7350766	211000022279214	1419	2555	+
U	10000476	10001488	211000022279215	0	1012	+
U	7995718	7997684	211000022279217	0	1966	+
U	8935888	8937134	211000022279218	0	1246	+
U	9961983	9962442	211000022279228	731	1190	+
U	6532170	6535660	211000022279229	0	3490	+
U	8229532	8231307	211000022279230	0	1775	+
U	7226540	7229187	211000022279233	0	2647	+
U	7939247	7941257	211000022279237	0	2010	+
U	9746917	9747979	211000022279242	0	1062	+
U	6341834	6343620	211000022279243	0	1786	+
U	7537770	7540152	211000022279247	0	2382	+
U	9673232	9674309	211000022279252	0	1077	+
U	5788772	5794132	211000022279257	0	5360	+
U	9817353	9818401	211000022279258	0	1048	+
U	7545214	7547593	211000022279259	0	2379	+
U	9941245	9942267	211000022279262	0	1022	+
U	8976070	8977304	211000022279267	0	1234	+
U	8726589	8727922	211000022279274	0	1333	+
U	5305849	5308864	211000022279276	0	3015	+
U	5315327	5321371	211000022279276	9478	15522	+
U	7987433	7989408	211000022279282	0	1975	+
U	6730826	6734022	211000022279284	0	3196	+
U	8091545	8093448	211000022279285	0	1903	+
U	7119270	7122060	211000022279311	0	2790	+
U	9205853	9207031	211000022279317	0	1178	+
U	8819635	8820922	211000022279318	0	1287	+
U	8665741	8667110	211000022279324	0	1369	+
U	9511847	9512961	211000022279325	0	1114	+
U	9860852	9861893	211000022279329	0	1041	+
U	9596191	9597285	211000022279336	0	1094	+
U	8264808	8266542	211000022279337	0	1734	+
U	8756523	8757838	211000022279343	0	1315	+
U	5377354	5378416	211000022279345	0	1062	+
U	5387183	5388435	211000022279345	9829	11081	+
U	5388514	5389813	211000022279345	11160	12459	+
U	10020448	10021454	211000022279353	0	1006	+
U	9557793	9558898	211000022279355	0	1105	+
U	9905163	9906194	211000022279356	0	1031	+
U	9173815	9175000	211000022279358	0	1185	+
U	9558998	9560103	211000022279359	0	1105	+
U	9219884	9221057	211000022279360	0	1173	+
U	9369432	9370574	211000022279361	0	1142	+
U	8763591	8764902	211000022279362	0	1311	+
U	8681849	8683205	211000022279365	0	1356	+
U	8069390	8071314	211000022279366	0	1924	+
U	9657910	9658990	211000022279369	0	1080	+
U	9617626	9618714	211000022279374	0	1088	+
U	5761143	5766608	211000022279380	0	5465	+
U	10023766	10024771	211000022279384	0	1005	+
U	8646563	8647940	211000022279393	0	1377	+
U	8326200	8327875	211000022279970	0	1675	+
U	7215474	7216668	211000022279973	0	1194	+
U	7216809	7218143	211000022279973	1335	2669	+
U	6720927	6724128	211000022279394	0	3201	+
U	9162245	9163431	211000022279406	0	1186	+
U	8182073	8183892	211000022279971	0	1819	+
U	6078157	6082527	211000022279396	0	4370	+
U	9482658	9483776	211000022279400	0	1118	+
U	9727134	9728200	211000022279405	0	1066	+
U	9014642	9015868	211000022279979	0	1226	+
U	9454546	9455671	211000022279407	0	1125	+
U	10034812	10035816	211000022279409	0	1004	+
U	8970731	8971966	211000022279412	0	1235	+
U	9105296	9106498	211000022279413	0	1202	+
U	9542113	9543221	211000022279414	0	1108	+
U	7102923	7104705	211000022279416	1013	2795	+
U	9959196	9959706	211000022279416	0	510	+
U	9959706	9959915	211000022279416	519	728	+
U	9959918	9960156	211000022279416	728	966	+
U	9960157	9960204	211000022279416	966	1013	+
U	8982739	8983972	211000022279417	0	1233	+
U	9383077	9384216	211000022279418	0	1139	+
U	4409385	4409725	211000022279420	0	340	+
U	4411368	4412833	211000022279420	1983	3448	+
U	4421270	4421625	211000022279420	11885	12240	+
U	8709355	8710694	211000022279421	0	1339	+
U	9385555	9386694	211000022279422	0	1139	+
U	4751655	4752744	211000022279423	0	1089	+
U	9809312	9810361	211000022279424	0	1049	+
U	9102691	9103894	211000022279425	0	1203	+
U	9711947	9713017	211000022279430	0	1070	+
U	6564306	6567740	211000022279431	0	3434	+
U	8929151	8930400	211000022279432	0	1249	+
U	8650994	8652371	211000022279433	0	1377	+
U	7485254	7487675	211000022279436	0	2421	+
U	8882949	8884215	211000022279441	0	1266	+
U	6936301	6939223	211000022279442	0	2922	+
U	9871113	9872152	211000022279443	0	1039	+
U	9135137	9136330	211000022279444	0	1193	+
U	9098782	9099985	211000022279445	0	1203	+
U	9296971	9298127	211000022279448	0	1156	+
U	5933263	5938078	211000022279449	0	4815	+
U	5908482	5910916	211000022279453	0	2434	+
U	5911094	5913370	211000022279453	2612	4888	+
U	8594395	8595803	211000022279454	0	1408	+
U	4596824	4597992	211000022279456	0	1168	+
U	4607266	4608919	211000022279456	10442	12095	+
U	9122185	9123382	211000022279462	0	1197	+
U	8588357	8589768	211000022279464	0	1411	+
U	9313286	9314440	211000022279469	0	1154	+
U	7826555	7828660	211000022279470	0	2105	+
U	8099556	8101457	211000022279473	0	1901	+
U	9308270	9309424	211000022279474	0	1154	+
U	7754833	7757020	211000022279476	0	2187	+
U	6384391	6388107	211000022279477	0	3716	+
U	8235156	8236926	211000022279481	0	1770	+
U	7329573	7332147	211000022279483	0	2574	+
U	9324558	9325709	211000022279487	0	1151	+
U	6951394	6954305	211000022279488	0	2911	+
U	8313729	8315414	211000022279490	0	1685	+
U	9483876	9484994	211000022279493	0	1118	+
U	9145479	9146671	211000022279498	0	1192	+
U	4434871	4436537	211000022279503	0	1666	+
U	4443727	4447407	211000022279503	8856	12536	+
U	9785132	9786185	211000022279506	0	1053	+
U	8574708	8576130	211000022279507	0	1422	+
U	9160957	9162145	211000022279508	0	1188	+
U	8745167	8746490	211000022279516	0	1323	+
U	5402015	5405477	211000022279523	0	3462	+
U	5412783	5413822	211000022279523	10768	11807	+
U	9940122	9941145	211000022279526	0	1023	+
U	7125048	7127835	211000022279527	0	2787	+
U	9622378	9623466	211000022279533	0	1088	+
U	9241475	9242641	211000022279549	0	1166	+
U	9629503	9630590	211000022279551	0	1087	+
U	9058232	9059444	211000022279554	0	1212	+
U	4278461	4280237	211000022279556	0	1776	+
U	4288134	4291717	211000022279556	9673	13256	+
U	5826574	5829242	211000022279559	0	2668	+
U	5829429	5831763	211000022279559	2855	5189	+
U	7159448	7162184	211000022279562	0	2736	+
U	9447190	9448316	211000022279564	0	1126	+
U	9647276	9648359	211000022279569	0	1083	+
U	9790897	9791950	211000022279572	0	1053	+
U	7387730	7390250	211000022279573	0	2520	+
U	8151045	8152899	211000022279574	0	1854	+
U	8825182	8826467	211000022279580	0	1285	+
U	9741102	9742165	211000022279584	0	1063	+
U	9026566	9027790	211000022279590	0	1224	+
U	9089651	9090856	211000022279591	0	1205	+
U	9717794	9718863	211000022279592	0	1069	+
U	8640650	8642029	211000022279593	0	1379	+
U	9900636	9901668	211000022279599	0	1032	+
U	9376878	9378018	211000022279603	0	1140	+
U	6647397	6650681	211000022279606	0	3284	+
U	9981548	9982563	211000022279609	0	1015	+
U	7606629	7608957	211000022279612	0	2328	+
U	8903391	8904651	211000022279615	0	1260	+
U	9498482	9499598	211000022279618	0	1116	+
U	8475086	8476578	211000022279619	0	1492	+
U	9198183	9199362	211000022279622	0	1179	+
U	7122160	7124948	211000022279623	0	2788	+
U	9708437	9709507	211000022279624	0	1070	+
U	9980432	9981448	211000022279626	0	1016	+
U	8057226	8059155	211000022279627	0	1929	+
U	8016353	8018314	211000022279628	0	1961	+
U	9491182	9492299	211000022279632	0	1117	+
U	8204981	8206781	211000022279633	0	1800	+
U	7525350	7527735	211000022279635	0	2385	+
U	4584582	4586381	211000022279637	0	1799	+
U	4594391	4596272	211000022279637	9809	11690	+
U	4596583	4596724	211000022279637	12001	12142	+
U	7887837	7889901	211000022279641	0	2064	+
U	9971495	9972513	211000022279644	0	1018	+
U	9071341	9072550	211000022279648	0	1209	+
U	7465027	7467461	211000022279651	0	2434	+
U	9458220	9459344	211000022279652	0	1124	+
U	7198800	7201488	211000022279653	0	2688	+
U	7964495	7966490	211000022279654	0	1995	+
U	9256653	9257816	211000022279655	0	1163	+
U	8859653	8860927	211000022279656	0	1274	+
U	8075457	8077374	211000022279657	0	1917	+
U	9563814	9564917	211000022279659	0	1103	+
U	7804413	7806537	211000022279663	0	2124	+
U	8519228	8520690	211000022279664	0	1462	+
U	9232600	9233769	211000022279668	0	1169	+
U	8439516	8441048	211000022279671	0	1532	+
U	9615248	9616337	211000022279672	0	1089	+
U	6326106	6329964	211000022279675	0	3858	+
U	9027890	9029114	211000022279682	0	1224	+
U	9436141	9437270	211000022279684	0	1129	+
U	8729455	8730787	211000022279685	0	1332	+
U	8514539	8516003	211000022279696	0	1464	+
U	7390350	7392867	211000022279710	0	2517	+
U	7972863	7974851	211000022279712	0	1988	+
U	9330809	9331957	211000022279722	0	1148	+
U	8815468	8816758	211000022279723	0	1290	+
U	8873368	8874638	211000022279724	0	1270	+
U	9312032	9313186	211000022279726	0	1154	+
U	9730630	9731694	211000022279727	0	1064	+
U	8980072	8981306	211000022279728	0	1234	+
U	9079194	9080402	211000022279729	0	1208	+
U	7905128	7907178	211000022279733	0	2050	+
U	9979316	9980332	211000022279736	0	1016	+
U	8628797	8630181	211000022279737	0	1384	+
U	9154512	9155701	211000022279738	0	1189	+
U	9851717	9852759	211000022279740	0	1042	+
U	9977084	9978100	211000022279741	0	1016	+
U	9714287	9715356	211000022279742	0	1069	+
U	9410283	9411417	211000022279747	0	1134	+
U	8559446	8560876	211000022279748	0	1430	+
U	8568613	8570037	211000022279749	0	1424	+
U	6318171	6319752	211000022279750	0	1581	+
U	6319877	6322042	211000022279750	1706	3871	+
U	4370829	4371936	211000022279754	0	1107	+
U	4381247	4383656	211000022279754	10418	12827	+
U	7808856	7810973	211000022279756	0	2117	+
U	9140309	9141502	211000022279758	0	1193	+
U	6905921	6908878	211000022279761	0	2957	+
U	9494833	9495950	211000022279769	0	1117	+
U	8837624	8838904	211000022279770	0	1280	+
U	9844860	9845903	211000022279771	0	1043	+
U	6792916	6796039	211000022279777	0	3123	+
U	9011990	9013216	211000022279778	0	1226	+
U	7475153	7477581	211000022279780	0	2428	+
U	9644910	9645993	211000022279781	0	1083	+
U	9764323	9765381	211000022279782	0	1058	+
U	6840718	6843776	211000022279784	0	3058	+
U	9963662	9964681	211000022279785	0	1019	+
U	7626001	7628309	211000022279787	0	2308	+
U	8327975	8329642	211000022279788	0	1667	+
U	9148062	9149253	211000022279789	0	1191	+
U	9987121	9988135	211000022279792	0	1014	+
U	8534797	8536248	211000022279793	0	1451	+
U	7857308	7859395	211000022279804	0	2087	+
U	8854156	8855431	211000022279805	0	1275	+
U	7833168	7835270	211000022279807	0	2102	+
U	9953582	9954603	211000022279809	0	1021	+
U	9216064	9217238	211000022279811	0	1174	+
U	6550065	6553531	211000022279812	0	3466	+
U	9779361	9780416	211000022279814	0	1055	+
U	9084426	9085633	211000022279819	0	1207	+
U	7970773	7972763	211000022279820	0	1990	+
U	9659090	9660170	211000022279824	0	1080	+
U	4485264	4486400	211000022279829	0	1136	+
U	4494449	4497688	211000022279829	9185	12424	+
U	6896729	6899700	211000022279837	0	2971	+
U	8373004	8374614	211000022279839	0	1610	+
U	8423130	8424673	211000022279842	0	1543	+
U	9500914	9502030	211000022279845	0	1116	+
U	7986931	7987333	211000022279851	1574	1976	+
U	9093566	9094771	211000022279853	0	1205	+
U	6126794	6131066	211000022279855	0	4272	+
U	8900669	8901930	211000022279856	0	1261	+
U	7008153	7011013	211000022279867	0	2860	+
U	8713672	8715009	211000022279871	0	1337	+
U	9506991	9508105	211000022279874	0	1114	+
U	8539447	8540893	211000022279875	0	1446	+
U	6599288	6602661	211000022279877	0	3373	+
U	5610306	5615360	211000022279879	0	5054	+
U	5615680	5616702	211000022279879	5374	6396	+
U	9604539	9605630	211000022279880	0	1091	+
U	5703153	5707019	211000022279884	0	3866	+
U	5707600	5709068	211000022279884	4447	5915	+
U	9783979	9785032	211000022279885	0	1053	+
U	6104822	6109132	211000022279887	0	4310	+
U	7993652	7995618	211000022279889	0	1966	+
U	8634728	8636109	211000022279890	0	1381	+
U	5350745	5354816	211000022279892	0	4071	+
U	5362078	5364298	211000022279892	11333	13553	+
U	4609019	4611728	211000022279893	0	2709	+
U	4619927	4621053	211000022279893	10908	12034	+
U	8301173	8302876	211000022279896	0	1703	+
U	9434912	9436041	211000022279899	0	1129	+
U	8024587	8026534	211000022279900	0	1947	+
U	8511406	8512873	211000022279904	0	1467	+
U	9898371	9899404	211000022279906	0	1033	+
U	7472624	7475053	211000022279909	0	2429	+
U	7182022	7184725	211000022279911	0	2703	+
U	5888390	5890884	211000022279913	0	2494	+
U	8137292	8139161	211000022279921	0	1869	+
U	9548150	9549256	211000022279923	0	1106	+
U	8840383	8841662	211000022279926	0	1279	+
U	9756210	9757270	211000022279927	0	1060	+
U	5883323	5886780	211000022279928	0	3457	+
U	5887695	5888290	211000022279928	4372	4967	+
U	7722667	7724874	211000022279929	0	2207	+
U	8273960	8275209	211000022279931	0	1249	+
U	8784139	8784614	211000022279931	1249	1724	-
U	9539697	9540805	211000022279933	0	1108	+
U	8338500	8340143	211000022279934	0	1643	+
U	6087091	6088093	211000022279940	0	1002	+
U	6088320	6091452	211000022279940	1229	4361	+
U	7876964	7879043	211000022279942	0	2079	+
U	9612870	9613959	211000022279943	0	1089	+
U	10001588	10002599	211000022279946	0	1011	+
U	7697140	7699372	211000022279949	0	2232	+
U	9760848	9761907	211000022279952	0	1059	+
U	9947977	9948998	211000022279954	0	1021	+
U	9226247	9227418	211000022279956	0	1171	+
U	6470494	6474051	211000022279961	0	3557	+
U	7611485	7613811	211000022279966	0	2326	+
U	8084043	8085430	211000022279969	520	1907	+
U	7424141	7425324	211000022279980	0	1183	+
U	7425446	7426617	211000022279980	1305	2476	+
U	6704378	6707596	211000022279982	0	3218	+
U	9488748	9489865	211000022279985	0	1117	+
U	9370674	9371815	211000022279987	0	1141	+
U	8930500	8931748	211000022279990	0	1248	+
U	9537280	9537316	211000022280000	0	36	+
U	9537319	9538389	211000022280000	39	1109	+
U	6139865	6144096	211000022280002	0	4231	+
U	8571661	8573085	211000022280009	0	1424	+
U	6972419	6975308	211000022280010	0	2889	+
U	9915334	9916363	211000022280011	0	1029	+
U	6984356	6987238	211000022280012	0	2882	+
U	8923748	8924999	211000022280020	0	1251	+
U	9872252	9873291	211000022280025	0	1039	+
U	6440956	6444578	211000022280026	0	3622	+
U	6915079	6918022	211000022280035	0	2943	+
U	9804714	9805764	211000022280043	0	1050	+
U	8926450	8927701	211000022280045	0	1251	+
U	5991334	5994519	211000022280050	0	3185	+
U	5994547	5995942	211000022280050	3213	4608	+
U	8953340	8954580	211000022280053	0	1240	+
U	9690859	9691933	211000022280054	0	1074	+
U	9320803	9321955	211000022280056	0	1152	+
U	4762975	4764374	211000022280064	0	1399	+
U	6363957	6363975	211000022280065	1069	1087	-
U	6131166	6134035	211000022280068	0	2869	+
U	6134252	6135422	211000022280068	3086	4256	+
U	9820797	9821845	211000022280069	0	1048	+
U	8340243	8341884	211000022280074	0	1641	+
U	9611680	9612770	211000022280075	0	1090	+
U	9137723	9138916	211000022280076	0	1193	+
U	9573430	9574531	211000022280079	0	1101	+
U	9146771	9147962	211000022280083	0	1191	+
U	9662630	9663709	211000022280084	0	1079	+
U	9015968	9017193	211000022280085	0	1225	+
U	6890565	6893547	211000022280086	0	2982	+
U	7262151	7263442	211000022280089	0	1291	+
U	7263583	7264779	211000022280089	1432	2628	+
U	9560203	9561308	211000022280097	0	1105	+
U	8473492	8474986	211000022280102	0	1494	+
U	9325809	9326959	211000022280106	0	1150	+
U	7223776	7225136	211000022280108	0	1360	+
U	7225427	7226440	211000022280108	1651	2664	+
U	6228980	6233010	211000022280110	0	4030	+
U	6818515	6820058	211000022280114	0	1543	+
U	6820328	6821595	211000022280114	1813	3080	+
U	6687742	6690976	211000022280115	0	3234	+
U	9868834	9869874	211000022280117	0	1040	+
U	9106598	9107799	211000022280120	0	1201	+
U	9114399	9115598	211000022280121	0	1199	+
U	9347029	9348176	211000022280130	0	1147	+
U	7775305	7777466	211000022280133	0	2161	+
U	7802189	7804313	211000022280135	0	2124	+
U	9022593	9023818	211000022280139	0	1225	+
U	8725156	8726489	211000022280140	0	1333	+
U	7894327	7896389	211000022280143	0	2062	+
U	7522865	7525250	211000022280144	0	2385	+
U	9568624	9569726	211000022280150	0	1102	+
U	6510551	6511712	211000022280156	0	1161	+
U	6511859	6514070	211000022280156	1308	3519	+
U	8436250	8437783	211000022280159	0	1533	+
U	8283062	8284778	211000022280160	0	1716	+
U	8208779	8210576	211000022280161	0	1797	+
U	8706475	8707815	211000022280162	0	1340	+
U	9246539	9247705	211000022280164	0	1166	+
U	10025976	10026981	211000022280165	0	1005	+
U	9850575	9851617	211000022280168	0	1042	+
U	8866513	8867784	211000022280174	0	1271	+
U	9902900	9903932	211000022280178	0	1032	+
U	9000043	9001272	211000022280179	0	1229	+
U	9358242	9359386	211000022280180	0	1144	+
U	8648040	8649417	211000022280181	0	1377	+
U	9209687	9210864	211000022280183	0	1177	+
U	8018414	8020375	211000022280195	0	1961	+
U	7278477	7281089	211000022280198	0	2612	+
U	6978392	6981274	211000022280205	0	2882	+
U	8710794	8712133	211000022280206	0	1339	+
U	8992062	8993293	211000022280210	0	1231	+
U	7358811	7359878	211000022280218	0	1067	+
U	7360189	7361352	211000022280218	1378	2541	+
U	8172427	8174259	211000022280220	0	1832	+
U	7766242	7768415	211000022280223	0	2173	+
U	8902030	8903291	211000022280224	0	1261	+
U	9204575	9205753	211000022280225	0	1178	+
U	8352390	8354015	211000022280226	0	1625	+
U	7594446	7596788	211000022280228	0	2342	+
U	9038469	9039689	211000022280230	0	1220	+
U	9394222	9395359	211000022280232	0	1137	+
U	5918449	5923314	211000022280233	0	4865	+
U	8503559	8505030	211000022280235	0	1471	+
U	5321471	5322575	211000022280237	0	1104	+
U	5323072	5323378	211000022280237	1601	1907	+
U	5323379	5323383	211000022280237	1908	1912	+
U	5323384	5324073	211000022280237	1913	2602	+
U	5330852	5336539	211000022280237	9381	15068	+
U	9642542	9643626	211000022280240	0	1084	+
U	8284878	8286593	211000022280247	0	1715	+
U	6640608	6643907	211000022280255	0	3299	+
U	9590214	9591310	211000022280256	0	1096	+
U	9237674	9238841	211000022280257	0	1167	+
U	4086644	4092140	211000022280259	0	5496	+
U	4095168	4096148	211000022280259	8524	9504	+
U	4096286	4100579	211000022280259	9642	13935	+
U	6850166	6853209	211000022280261	0	3043	+
U	8858279	8859553	211000022280262	0	1274	+
U	9924364	9925392	211000022280266	0	1028	+
U	6969426	6971002	211000022280272	0	1576	+
U	6971134	6972297	211000022280272	1708	2871	+
U	6109232	6113537	211000022280283	0	4305	+
U	7552650	7555025	211000022280289	0	2375	+
U	9989349	9990363	211000022280290	0	1014	+
U	8055195	8057126	211000022280301	0	1931	+
U	7527835	7530220	211000022280302	0	2385	+
U	9019943	9021168	211000022280303	0	1225	+
U	8956019	8957258	211000022280304	0	1239	+
U	6261797	6265761	211000022280305	0	3964	+
U	9029214	9030437	211000022280308	0	1223	+
U	6981374	6984256	211000022280311	0	2882	+
U	9502130	9503246	211000022280312	0	1116	+
U	8350661	8352290	211000022280315	0	1629	+
U	6930251	6933177	211000022280316	0	2926	+
U	9005355	9006582	211000022280318	0	1227	+
U	9151933	9153123	211000022280319	0	1190	+
U	8199278	8201080	211000022280320	0	1802	+
U	8610922	8612316	211000022280322	0	1394	+
U	8442866	8443090	211000022280325	89	313	+
U	8443096	8444304	211000022280325	319	1527	+
U	8201180	8202981	211000022280326	0	1801	+
U	8692027	8693378	211000022280327	0	1351	+
U	9530024	9531134	211000022280331	0	1110	+
U	7017029	7019884	211000022280333	0	2855	+
U	6578378	6581774	211000022280335	0	3396	+
U	8484624	8486111	211000022280338	0	1487	+
U	7090316	7093120	211000022280340	0	2804	+
U	8664270	8665641	211000022280341	0	1371	+
U	8705035	8706375	211000022280343	0	1340	+
U	8152999	8154850	211000022280344	0	1851	+
U	9118294	9119491	211000022280345	0	1197	+
U	8622856	8624242	211000022280346	0	1386	+
U	8131383	8133253	211000022280347	0	1870	+
U	9725967	9727034	211000022280350	0	1067	+
U	9692033	9692597	211000022280427	0	564	+
U	5691033	5697001	211000022280437	0	5968	+
U	6660901	6664163	211000022280440	0	3262	+
U	7326898	7329473	211000022280443	0	2575	+
U	5903479	5908382	211000022280445	0	4903	+
U	5577193	5583891	211000022280447	0	6698	+
U	6245446	6249452	211000022280448	0	4006	+
U	6380574	6384291	211000022280455	0	3717	+
U	6763661	6766832	211000022280456	0	3171	+
U	6023966	6028437	211000022280457	0	4471	+
U	5837145	5842243	211000022280459	0	5098	+
U	5868047	5873043	211000022280461	0	4996	+
U	6433496	6437134	211000022280463	0	3638	+
U	5514162	5521285	211000022280465	0	7123	+
U	7087405	7090216	211000022280469	0	2811	+
U	6366840	6368962	211000022280471	1633	3755	+
U	5732823	5738521	211000022280472	0	5698	+
U	6927224	6930151	211000022280474	0	2927	+
U	5542528	5549428	211000022280476	0	6900	+
U	6670983	6674242	211000022280480	0	3259	+
U	7371988	7374517	211000022280485	0	2529	+
U	7153759	7156504	211000022280497	0	2745	+
U	7058202	7061030	211000022280501	0	2828	+
U	6812150	6815235	211000022280511	0	3085	+
U	6091552	6095888	211000022280516	0	4336	+
U	5654420	5660461	211000022280518	0	6041	+
U	5629533	5635726	211000022280519	0	6193	+
U	6448381	6451984	211000022280522	0	3603	+
U	6474151	6477705	211000022280525	0	3554	+
U	7305479	7308062	211000022280535	0	2583	+
U	6933277	6936201	211000022280536	0	2924	+
U	4058476	4062080	211000022280541	0	3604	+
U	4067542	4068405	211000022280541	9066	9929	+
U	4068890	4072504	211000022280541	10414	14028	+
U	6942345	6945264	211000022280544	0	2919	+
U	6418513	6418527	211000022280545	1726	1740	+
U	6418527	6418565	211000022280545	1741	1779	+
U	6418568	6418631	211000022280545	1779	1842	+
U	6418635	6418866	211000022280545	1842	2073	+
U	6418905	6419028	211000022280545	2073	2196	+
U	6419028	6419779	211000022280545	2197	2948	+
U	6419779	6419840	211000022280545	2949	3010	+
U	6419841	6419884	211000022280545	3010	3053	+
U	6419887	6419889	211000022280545	3053	3055	+
U	6419890	6419899	211000022280545	3055	3064	+
U	6419899	6419901	211000022280545	3071	3073	+
U	6419901	6419907	211000022280545	3074	3080	+
U	6419907	6419920	211000022280545	3083	3096	+
U	6419921	6419925	211000022280545	3096	3100	+
U	6419926	6419933	211000022280545	3100	3107	+
